Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Advice Interactive Group acquires Scanther.com,Scanther.com,Advice Interactive Group,08/30/2016,
ShaveMOB acquires 800razors,800razors,ShaveMOB,08/30/2016,
Endurance International acquires AppMachine,AppMachine,Endurance International,07/31/2016,"$37,700,000"
Asian Business Exhibitions & Conferences LTD (ABEC) acquires PosterGully,PosterGully,Asian Business Exhibitions & Conferences LTD (ABEC),08/17/2016,
Tenth and Blake Beer Company acquires Revolver Brewing,Revolver Brewing,Tenth and Blake Beer Company,08/11/2016,
Foodpanda acquires Hungerstation.com,Hungerstation.com,Foodpanda,08/09/2016,
Tablelist Inc acquires Nightpro,Nightpro,Tablelist Inc,06/13/2016,
British Telecom Group (BT Group) acquires EE,EE,British Telecom Group (BT Group),02/05/2015,"£12,500,000,000"
RiteKit acquires ScrapeLogo,ScrapeLogo,RiteKit,03/01/2015,
Velocity acquires Cover,Cover,Velocity,09/22/2015,
Blue Coat acquires Elastica,Elastica,Blue Coat,11/07/2015,"$280,000,000"
Microsoft acquires Apiphany,Apiphany,Microsoft,10/04/2013,
Rafter acquires HubEdu,HubEdu,Rafter,06/27/2012,
Yahoo! acquires MessageMe,MessageMe,Yahoo!,10/03/2014,"$30,000,000"
Seedling acquires PS XO,PS XO,Seedling,10/29/2014,
Microsoft acquires Adallom,Adallom,Microsoft,07/19/2015,"$320,000,000"
"Grid Dynamics acquires Tonomi, Inc.","Tonomi, Inc.",Grid Dynamics,08/17/2015,
Elizabeth Arden Red Door Spa acquires Manicube,Manicube,Elizabeth Arden Red Door Spa,11/26/2015,
Microsoft acquires Metanautix,Metanautix,Microsoft,12/18/2015,
Ciright One acquires Stratos,Stratos,Ciright One,12/22/2015,
Sparta Systems acquires 123Compliance,123Compliance,Sparta Systems,01/20/2016,
Mitratech Holdings Inc acquires Viewabill,Viewabill,Mitratech Holdings Inc,03/11/2016,
The AroundCampus Group acquires UConnection,UConnection,The AroundCampus Group,03/31/2016,
Iris Worldwide acquires Founded,Founded,Iris Worldwide,04/19/2016,
The Hershey Company acquires Ripple Brand Collective,Ripple Brand Collective,The Hershey Company,04/26/2016,
Microsoft acquires FantasySalesTeam,FantasySalesTeam,Microsoft,08/03/2015,
Opus Bank acquires PENSCO,PENSCO,Opus Bank,04/14/2016,"$46,400,000"
Tagboard acquires ZIIBRA,ZIIBRA,Tagboard,05/31/2016,
Partners Group acquires PCI Pharma Services,PCI Pharma Services,Partners Group,06/01/2016,
Nokia acquires Gainspeed,Gainspeed,Nokia,06/09/2016,
TRACE TV acquires Buni TV,Buni TV,TRACE TV,06/18/2016,
Workday acquires Zaption,Zaption,Workday,06/30/2016,
Central Jersey Waste and Recycling acquires Bridge Disposal,Bridge Disposal,Central Jersey Waste and Recycling,07/05/2016,
Grady Health System acquires Synaptive Medical,Synaptive Medical,Grady Health System,07/07/2016,
eBay acquires SalesPredict,SalesPredict,eBay,07/11/2016,
Seamless Distribution acquires MeaWallet,MeaWallet,Seamless Distribution,07/13/2016,"kr42,800,000"
Teradata acquires Big Data Partnership,Big Data Partnership,Teradata,07/25/2016,
Myntra acquires Jabong.com,Jabong.com,Myntra,07/26/2016,"$70,000,000"
Salesforce acquires Quip,Quip,Salesforce,08/01/2016,"$750,000,000"
TaskRabbit acquires One Jackson,One Jackson,TaskRabbit,11/14/2012,
Dropbox acquires Mailbox,Mailbox,Dropbox,03/15/2013,"$100,000,000"
zanox acquires Metrigo,Metrigo,zanox,11/24/2013,
Google acquires Schaft,Schaft,Google,12/02/2013,"$20,000,000"
Imperva acquires SkyFence,SkyFence,Imperva,02/07/2014,"$60,000,000"
FPX acquires Glider,Glider,FPX,04/22/2014,
Red Hat acquires Inktank,Inktank,Red Hat,04/30/2014,"$175,000,000"
Canyon Technical Services acquires Fraction Energy Services,Fraction Energy Services,Canyon Technical Services,06/19/2014,"$101,700,000"
LumenData acquires Algorithms.io,Algorithms.io,LumenData,12/10/2013,
Twitter acquires TapCommerce,TapCommerce,Twitter,06/30/2014,"$100,000,000"
Samsung Electronics acquires SmartThings,SmartThings,Samsung Electronics,07/14/2014,"$200,000,000"
Groupon acquires SnapSaves,SnapSaves,Groupon,07/02/2014,
Origami Labs acquires FamilyLeaf,FamilyLeaf,Origami Labs,07/01/2013,
Google acquires Emu Messenger,Emu Messenger,Google,08/06/2014,
Yahoo! acquires ClarityRay,ClarityRay,Yahoo!,08/15/2014,
Applause acquires testhub,testhub,Applause,05/05/2014,
Progress acquires Modulus,Modulus,Progress,06/09/2014,
AppLovin acquires moboqo,moboqo,AppLovin,10/09/2014,
Automattic acquires Code For The People,Code For The People,Automattic,11/06/2014,
QHR Corporation acquires Medeo,Medeo,QHR Corporation,11/10/2014,"$3,250,000"
Kik acquires Relay,Relay,Kik,11/19/2014,
DeNA acquires peroli,peroli,DeNA,10/01/2014,
DMG Media acquires Elite Daily,Elite Daily,DMG Media,01/30/2015,
RentLingo acquires RoomHunt,RoomHunt,RentLingo,02/03/2015,
Hem acquires Discipline.eu,Discipline.eu,Hem,02/03/2015,
EKF diagnostics acquires Selah Genomics,Selah Genomics,EKF diagnostics,03/20/2014,
James Allen acquires Segoma,Segoma,James Allen,02/09/2015,"$18,000,000"
"Bravofly Rumbo Group acquires map2app, Inc.","map2app, Inc.",Bravofly Rumbo Group,02/10/2015,
Atlassian acquires Wikidocs,Wikidocs,Atlassian,09/11/2014,
Fitbit acquires FitStar,FitStar,Fitbit,03/05/2015,"$17,800,000"
Gene by Gene Ltd. acquires Arpeggi Inc,Arpeggi Inc,Gene by Gene Ltd.,07/13/2013,
The H.J. Heinz Company acquires Kraft Foods,Kraft Foods,The H.J. Heinz Company,03/25/2015,
Wix acquires Moment.me,Moment.me,Wix,04/02/2015,"$10,000,000"
Novomatic acquires AbZorba Games,AbZorba Games,Novomatic,03/11/2015,
TES Global acquires Blendspace,Blendspace,TES Global,07/30/2014,
Google acquires Timeful,Timeful,Google,05/04/2015,
Jive Communications acquires Speek,Speek,Jive Communications,06/25/2015,
Razer acquires OUYA,OUYA,Razer,07/28/2015,
Stride Gaming acquires InfiApps,InfiApps,Stride Gaming,07/31/2015,"$39,200,000"
Usersnap acquires Redline,Redline,Usersnap,04/30/2015,
Hackaday acquires Tindie,Tindie,Hackaday,08/06/2015,
gShift acquires SiteCondor,SiteCondor,gShift,08/26/2015,
Novo Nordisk acquires Calibrium,Calibrium,Novo Nordisk,08/27/2015,
Simply Measured acquires Inside Social,Inside Social,Simply Measured,09/01/2015,
Novomatic acquires PlayNation,PlayNation,Novomatic,09/24/2015,
Teva Pharmaceutical Industries acquires Gecko Health Innovations Inc. (formerly GeckoCap),Gecko Health Innovations Inc. (formerly GeckoCap),Teva Pharmaceutical Industries,09/25/2015,
uberall acquires Spotistic,Spotistic,uberall,10/08/2015,
Google acquires Divshot,Divshot,Google,10/13/2015,
HealthMarkets acquires Benefitter,Benefitter,HealthMarkets,08/01/2015,
Teradata acquires FLXone,FLXone,Teradata,10/19/2015,
Cengage Learning acquires Pathbrite,Pathbrite,Cengage Learning,10/27/2015,
Microsoft acquires Mobile Data Labs,Mobile Data Labs,Microsoft,11/05/2015,
Google acquires Fly Labs,Fly Labs,Google,11/06/2015,
Abcam acquires AxioMx,AxioMx,Abcam,11/11/2015,"$45,000,000"
Eye-Fi acquires OKDOTHIS,OKDOTHIS,Eye-Fi,11/12/2015,
Google acquires Bebop,Bebop,Google,11/19/2015,"$380,200,000"
Rise Interactive acquires SimpleRelevance,SimpleRelevance,Rise Interactive,12/07/2015,
Microsoft acquires Talko,Talko,Microsoft,12/21/2015,
Apple acquires Emotient,Emotient,Apple,01/07/2016,
WhiteClouds acquires 3dplusme,3dplusme,WhiteClouds,01/10/2016,
SharkReach acquires The Mobile Media Lab,The Mobile Media Lab,SharkReach,02/13/2016,"$500,000"
IBM acquires Truven Health Analytics,Truven Health Analytics,IBM,02/18/2016,"$2,600,000,000"
HarperCollins Italia acquires 20lines,20lines,HarperCollins Italia,02/22/2016,
Freshdesk acquires Framebench,Framebench,Freshdesk,02/22/2016,
Ackroo Canada acquires OnTab,OnTab,Ackroo Canada,02/23/2016,
Hodes acquires QUEsocial,QUEsocial,Hodes,02/24/2016,
Deem acquires Whisk,Whisk,Deem,02/24/2016,
LogicNow acquires iScan Online,iScan Online,LogicNow,02/26/2016,
GoPro acquires Vemory,Vemory,GoPro,02/29/2016,
Synchronoss Technologies acquires Openwave Messaging,Openwave Messaging,Synchronoss Technologies,03/03/2016,
AFK Media Group acquires Reboot Illinois,Reboot Illinois,AFK Media Group,03/09/2016,
Mars Petcare acquires Whistle,Whistle,Mars Petcare,04/01/2016,"$119,000,000"
Sunquest Information Systems acquires GeneInsight,GeneInsight,Sunquest Information Systems,04/04/2016,
refund.me acquires Travel Notes,Travel Notes,refund.me,04/05/2016,
SwervePay acquires Statpay,Statpay,SwervePay,04/05/2016,
Amazon acquires Orbeus,Orbeus,Amazon,12/01/2015,
Duff & Phelps acquires Tregin Solutions,Tregin Solutions,Duff & Phelps,04/05/2016,
CoMotion On King acquires CoMotion 302,CoMotion 302,CoMotion On King,04/07/2016,
Freshdesk acquires Airwoot,Airwoot,Freshdesk,04/13/2016,
"Wicresoft Co., Ltd. acquires Vibrant Fusion",Vibrant Fusion,"Wicresoft Co., Ltd.",04/15/2016,
Spotify acquires CrowdAlbum,CrowdAlbum,Spotify,04/27/2016,
"AdSupply.Com acquires Adaptive Medias, Inc.","Adaptive Medias, Inc.",AdSupply.Com,02/01/2016,"$35,000,000"
RoundTable Healthcare Partners acquires Symmetry Surgical,Symmetry Surgical,RoundTable Healthcare Partners,05/02/2016,"$140,300,000"
miroculus acquires Kapplex,Kapplex,miroculus,05/03/2016,
Posterscope acquires Liveposter,Liveposter,Posterscope,05/03/2016,
CoCo acquires Enerspace Coworking,Enerspace Coworking,CoCo,05/02/2016,
Microsoft acquires Sunrise Atelier,Sunrise Atelier,Microsoft,02/11/2015,"$100,000,000"
Priceline Group acquires PriceMatch,PriceMatch,Priceline Group,05/12/2015,
Odd Networks acquires Overdog,Overdog,Odd Networks,05/09/2016,
Accenture acquires OPS Rules Management Consultants,OPS Rules Management Consultants,Accenture,05/09/2016,
Google acquires Pixate,Pixate,Google,07/21/2015,
Google acquires Industrial Pereception Inc.,Industrial Pereception Inc.,Google,12/04/2013,
Sandpiper Digital Payments acquires GoGORILLA,GoGORILLA,Sandpiper Digital Payments,05/10/2016,
Byte Foods acquires Pantry,Pantry,Byte Foods,05/12/2016,
ITV acquires Cirkus Ltd.,Cirkus Ltd.,ITV,05/17/2016,
Sovendus acquires RMD Regional Marketing Germany GmbH,RMD Regional Marketing Germany GmbH,Sovendus,05/19/2016,
Qualtrics acquires Statwing,Statwing,Qualtrics,05/26/2016,
BioStem Technologies acquires TEN Health,TEN Health,BioStem Technologies,05/25/2016,
FarmLink Marketing Solutions acquires Farm At Hand,Farm At Hand,FarmLink Marketing Solutions,11/17/2015,
eFolder acquires Replibit,Replibit,eFolder,06/01/2016,
Zynga acquires Team Chaos LLC,Team Chaos LLC,Zynga,06/02/2016,
Crozier Fine Arts acquires Fairfield Fine Art,Fairfield Fine Art,Crozier Fine Arts,06/03/2016,
LERETA acquires American Property Guard,American Property Guard,LERETA,06/07/2016,
Rise Art acquires Artfetch,Artfetch,Rise Art,06/13/2016,
Sun Microsystems acquires HighGround,HighGround,Sun Microsystems,12/04/2000,"$400,000,000"
O2 Media acquires Inbox Fitness,Inbox Fitness,O2 Media,12/03/2014,
The Advisory Board Company acquires Zeumo,Zeumo,The Advisory Board Company,07/27/2015,
Marathon Oil Corporation acquires PayRock Energy,PayRock Energy,Marathon Oil Corporation,06/20/2016,"$888,000,000"
Verve acquires ROXIMITY,ROXIMITY,Verve,06/21/2016,
Stikeleather acquires White Plum,White Plum,Stikeleather,06/22/2016,
Pieology Pizzeria acquires Project Pie,Project Pie,Pieology Pizzeria,06/22/2016,
Caffè Nero acquires Harris + Hoole,Harris + Hoole,Caffè Nero,06/23/2016,
Travelling Connect acquires DealBroker BV,DealBroker BV,Travelling Connect,06/27/2016,
Klik & Pay acquires PAYMILL,PAYMILL,Klik & Pay,07/04/2016,
HelloAsso acquires Cours avenue,Cours avenue,HelloAsso,07/05/2016,
gamigo acquires highdigit GmbH,highdigit GmbH,gamigo,07/05/2016,
Myntra acquires Cubeit,Cubeit,Myntra,07/12/2016,
DOAR acquires Expert Search Group,Expert Search Group,DOAR,07/12/2016,
Unique Heritage Media acquires Pili Pop Labs,Pili Pop Labs,Unique Heritage Media,07/07/2016,
Multinet UP acquires Ininal,Ininal,Multinet UP,07/12/2016,
Sartorius acquires ViroCyt,ViroCyt,Sartorius,07/15/2016,"$16,000,000"
TribeHired acquires HUBBA,HUBBA,TribeHired,07/25/2016,
Worley Claims Services acquires Nexxus Solutions Group,Nexxus Solutions Group,Worley Claims Services,08/04/2016,
BJC Branding acquires SouthDirekt,SouthDirekt,BJC Branding,08/05/2016,
Deloitte Australia acquires The Explainers,The Explainers,Deloitte Australia,08/08/2016,
Atrinsic acquires Shopit,Shopit,Atrinsic,08/07/2009,
Electronic Arts acquires PlayNation,PlayNation,Electronic Arts,09/08/1999,
Microsoft acquires One Tree Software Ltd,One Tree Software Ltd,Microsoft,11/15/1994,
3D Eye Solutions acquires nxdesk,nxdesk,3D Eye Solutions,06/22/2012,
Flurry acquires Trestle,Trestle,Flurry,07/25/2012,
Dominion Business Solutions acquires EigenX,EigenX,Dominion Business Solutions,09/11/2012,
HotelTonight acquires PrimaTable,PrimaTable,HotelTonight,10/03/2012,
Twitter acquires Vine,Vine,Twitter,10/09/2012,"$30,000,000"
Yahoo! acquires ONtheAIR,ONtheAIR,Yahoo!,12/05/2012,
WegoWise acquires Melon Power,Melon Power,WegoWise,12/18/2012,
Dyn acquires Verelo,Verelo,Dyn,01/02/2013,
Aruba Networks acquires Plursona,Plursona,Aruba Networks,05/23/2012,
JustFab acquires Fabkids,Fabkids,JustFab,01/18/2013,
GodHive acquires ChristianProfiles.net,ChristianProfiles.net,GodHive,01/25/2013,"$2,500"
GoDaddy acquires M.dot,M.dot,GoDaddy,02/11/2013,
Sidecar Technologies acquires Heyride,Heyride,Sidecar Technologies,02/14/2013,
Referly acquires LaunchGram,LaunchGram,Referly,02/20/2013,
Rackspace acquires ObjectRocket,ObjectRocket,Rackspace,02/27/2013,
Microsoft acquires MetricsHub,MetricsHub,Microsoft,03/04/2013,
Azia Corporation acquires AXXESS Unlimited,AXXESS Unlimited,Azia Corporation,03/05/2013,
Facebook acquires Storylane,Storylane,Facebook,03/08/2013,
ZeroTurnaround acquires Javeleon,Javeleon,ZeroTurnaround,03/19/2013,
Rumblefish acquires Catalogik,Catalogik,Rumblefish,03/21/2013,
inContact acquires Sierra360,Sierra360,inContact,04/01/2013,
Follett Corporation acquires BetterKnow,BetterKnow,Follett Corporation,04/08/2013,
PayPal acquires IronPearl,IronPearl,PayPal,04/13/2013,
Rogers Communications Inc. acquires BLACKIRON Data,BLACKIRON Data,Rogers Communications Inc.,04/17/2013,
[24]7 acquires Shopalize,Shopalize,[24]7,05/14/2013,
Floorplanner acquires Mydeco3D,Mydeco3D,Floorplanner,05/16/2013,
JustFab acquires The Fab Shoes,The Fab Shoes,JustFab,05/23/2013,
Bandsintown Group acquires ToneMedia,ToneMedia,Bandsintown Group,06/03/2013,
PlayHaven acquires //Staq.io,//Staq.io,PlayHaven,06/05/2013,
OpenTable acquires JustChalo,JustChalo,OpenTable,06/14/2013,"$11,000,000"
Rovi Corporation acquires IntegralReach,IntegralReach,Rovi Corporation,04/01/2013,
AdStage acquires Semply,Semply,AdStage,06/21/2013,
Lixil Group Corporation acquires ASDAmerica,ASDAmerica,Lixil Group Corporation,06/28/2013,"$542,000,000"
Emerge Financial Wellness acquires Contigo Financial,Contigo Financial,Emerge Financial Wellness,07/01/2013,
Quarterly acquires 12Society,12Society,Quarterly,07/03/2013,
Automattic acquires Lean Domain Search,Lean Domain Search,Automattic,07/15/2013,
Cloudera acquires Myrrix,Myrrix,Cloudera,07/16/2013,
Yahoo! acquires Admovate,Admovate,Yahoo!,07/17/2013,
Google acquires Behavio,Behavio,Google,04/18/2013,
One97 Communications acquires Plustxt,Plustxt,One97 Communications,08/08/2013,"$2,000,000"
Intuit acquires GoodApril,GoodApril,Intuit,08/08/2013,
Appurify acquires cisimple,cisimple,Appurify,08/12/2013,
Palantir Technologies acquires Voicegem,Voicegem,Palantir Technologies,02/16/2013,
Amobee acquires Gradient X,Gradient X,Amobee,09/05/2013,
Foodpanda acquires Janamesa,Janamesa,Foodpanda,08/01/2013,
Groupon acquires Blink Booking,Blink Booking,Groupon,09/09/2013,
Project Partners acquires serVelocity,serVelocity,Project Partners,09/16/2013,
Tech in Asia acquires Gamesaku,Gamesaku,Tech in Asia,09/12/2013,
AppDynamics acquires Nodetime,Nodetime,AppDynamics,09/19/2013,
StumbleUpon acquires 5by,5by,StumbleUpon,09/24/2013,
Red Rover acquires Alchemy Labs,Alchemy Labs,Red Rover,09/01/2013,
eBay acquires Bureau Of Trade,Bureau Of Trade,eBay,09/27/2013,
Walmart acquires Reclip.It,Reclip.It,Walmart,04/01/2013,
Airpush acquires Hubbl,Hubbl,Airpush,10/10/2013,"$15,000,000"
Legacy Marketing Partners acquires Kambio Group,Kambio Group,Legacy Marketing Partners,06/01/2013,
Tailwind acquires PinReach,PinReach,Tailwind,10/17/2013,
Waywire Networks acquires #waywire,#waywire,Waywire Networks,10/17/2013,
Intuit acquires Level Up Analytics,Level Up Analytics,Intuit,10/23/2013,
Dropbox acquires Sold,Sold,Dropbox,11/05/2013,
"Boku, Inc. acquires Qubecell",Qubecell,"Boku, Inc.",11/21/2013,
Purple Forge Corp acquires Atlus,Atlus,Purple Forge Corp,11/19/2013,
Box acquires dLoop,dLoop,Box,11/27/2013,
Square acquires Viewfinder,Viewfinder,Square,12/03/2013,
Slyce acquires HOVR.IT,HOVR.IT,Slyce,12/05/2013,
Dice.com acquires getTalent,getTalent,Dice.com,10/01/2013,
Yahoo! acquires EvntLive,EvntLive,Yahoo!,12/06/2013,
Facebook acquires SportStream,SportStream,Facebook,12/17/2013,
Palo Alto Networks acquires Morta Security,Morta Security,Palo Alto Networks,01/06/2014,
Facebook acquires Little Eye Labs,Little Eye Labs,Facebook,07/01/2014,
GitHub acquires Easel,Easel,GitHub,01/09/2014,
HireVue acquires Reschedge,Reschedge,HireVue,01/09/2014,
BeMyGuest acquires indiescapes.com,indiescapes.com,BeMyGuest,12/06/2013,
POPSUGAR acquires Pict,Pict,POPSUGAR,01/21/2014,"$10,000,000"
Millennial Media acquires Metaresolver,Metaresolver,Millennial Media,02/21/2013,
LiveOps acquires UserEvents,UserEvents,LiveOps,01/27/2014,
"Viggle, Inc. acquires Dijit Media",Dijit Media,"Viggle, Inc.",01/29/2014,
CallidusCloud / Callidus Software acquires LeadRocket,LeadRocket,CallidusCloud / Callidus Software,02/06/2014,
Fabkids acquires Wittlebee,Wittlebee,Fabkids,11/01/2013,
Integral Ad Science acquires Simplytics,Simplytics,Integral Ad Science,02/11/2014,
MyFitnessPal acquires Sessions,Sessions,MyFitnessPal,02/19/2014,
All in One Medical acquires Fantex UK,Fantex UK,All in One Medical,02/25/2014,
Luvo (formerly Flashnotes) acquires Moolaguides,Moolaguides,Luvo (formerly Flashnotes),03/04/2014,
priceline.com acquires Qlika,Qlika,priceline.com,03/11/2014,
Google acquires Green Throttle Games,Green Throttle Games,Google,03/12/2014,
Dropbox acquires Zulip,Zulip,Dropbox,03/17/2014,
Excursiopedia acquires RangeUP,RangeUP,Excursiopedia,09/01/2013,
crobo acquires TrafficCaptain GmbH,TrafficCaptain GmbH,crobo,04/01/2014,
bookacoach acquires TRAINlete,TRAINlete,bookacoach,04/07/2014,
Darwin Online acquires FundTheGap,FundTheGap,Darwin Online,11/25/2013,
Fit Marketing acquires TOFU Marketing,TOFU Marketing,Fit Marketing,11/11/2013,
Google acquires Titan Aerospace,Titan Aerospace,Google,04/14/2014,
ActMobile Networks acquires Colimetrics,Colimetrics,ActMobile Networks,04/14/2014,
RuffaloCODY acquires ScaleFunder,ScaleFunder,RuffaloCODY,01/14/2014,
Facebook acquires ProtoGeo,ProtoGeo,Facebook,04/24/2014,
Etsy acquires Grand St.,Grand St.,Etsy,04/23/2014,
Coinbase acquires Kippt,Kippt,Coinbase,05/06/2014,
Intuit acquires Lettuce,Lettuce,Intuit,05/08/2014,"$30,000,000"
Homejoy acquires GetMaid,GetMaid,Homejoy,05/22/2014,
Unitrends acquires Yuruware,Yuruware,Unitrends,06/02/2014,"$10,000,000"
"Poshly acquires Coterie, Inc.","Coterie, Inc.",Poshly,06/02/2014,
ASW Systems acquires Spectu,Spectu,ASW Systems,06/04/2013,"$38,000"
Teva Pharmaceutical Industries acquires Labrys Biologics,Labrys Biologics,Teva Pharmaceutical Industries,06/03/2014,"$825,000,000"
Pegasystems acquires Firefly Software,Firefly Software,Pegasystems,06/09/2014,
Box acquires Streem,Streem,Box,06/16/2014,
Google acquires Alpental Technologies,Alpental Technologies,Google,06/19/2014,
Google acquires Appurify,Appurify,Google,06/25/2014,
"Health Insurance Innovations, acquires HealthPocket",HealthPocket,"Health Insurance Innovations,",07/15/2014,"$32,000,000"
Chef acquires Tower3,Tower3,Chef,07/15/2014,
Onevest acquires CoFoundersLab,CoFoundersLab,Onevest,07/17/2014,
Palantir Technologies acquires Poptip,Poptip,Palantir Technologies,07/29/2014,
Twitter acquires Mitro,Mitro,Twitter,07/31/2014,
Apple acquires Concept.io,Concept.io,Apple,07/28/2014,"$30,000,000"
Google acquires Directr,Directr,Google,08/01/2014,
Vobile acquires Blayze,Blayze,Vobile,03/06/2014,
INRIX acquires Centauris Solutions,Centauris Solutions,INRIX,09/19/2013,
Oncothyreon acquires Alpine Biosciences,Alpine Biosciences,Oncothyreon,08/11/2014,"$27,000,000"
Welltower Inc acquires HealthLease Properties REIT,HealthLease Properties REIT,Welltower Inc,08/13/2014,"$950,000,000"
CoreOS acquires quay.io,quay.io,CoreOS,08/13/2014,
IgnitionOne acquires Human Demand,Human Demand,IgnitionOne,08/13/2014,
Bigcolors acquires GetViable,GetViable,Bigcolors,08/18/2014,
Tastebuds acquires moosify,moosify,Tastebuds,08/26/2014,
Delivery Hero acquires 9Cookies,9Cookies,Delivery Hero,06/05/2014,
Quotient Technology acquires Eckim,Eckim,Quotient Technology,08/07/2014,
LogMeIn acquires Meldium,Meldium,LogMeIn,09/04/2014,"$15,000,000"
Flipboard acquires Ultravisual,Ultravisual,Flipboard,09/08/2014,
Juniper Networks acquires Contrail Systems,Contrail Systems,Juniper Networks,12/13/2012,"$176,000,000"
Slyce acquires Pounce,Pounce,Slyce,09/16/2014,"$5,000,000"
ZEFR acquires Engodo,Engodo,ZEFR,09/22/2014,
LikeBright acquires Acquaintable,Acquaintable,LikeBright,10/22/2013,
Innospec acquires Independence Oilfield Chemicals,Independence Oilfield Chemicals,Innospec,10/01/2014,
Immucor acquires Sentilus,Sentilus,Immucor,10/02/2014,
Taptica International acquires Taptica,Taptica,Taptica International,10/08/2014,"$13,600,000"
Cartwheel Kids acquires Ubooly,Ubooly,Cartwheel Kids,10/15/2014,
Cloudera acquires DataPad,DataPad,Cloudera,09/30/2014,
Nest Labs acquires Revolv,Revolv,Nest Labs,10/24/2014,
BuzzFeed acquires Torando Labs,Torando Labs,BuzzFeed,10/28/2014,
Seedrs acquires Junction Investments,Junction Investments,Seedrs,10/30/2014,
Groupon acquires Swarm Mobile,Swarm Mobile,Groupon,11/17/2014,
Google acquires RelativeWave,RelativeWave,Google,11/18/2014,
Autodesk acquires Lagoa,Lagoa,Autodesk,11/20/2014,"$60,000,000"
Pamplona Capital Management acquires Intralign,Intralign,Pamplona Capital Management,11/20/2014,
ADvTECH acquires MaraVest,MaraVest,ADvTECH,11/27/2014,"$41,000,000"
Intel acquires PasswordBox,PasswordBox,Intel,12/01/2014,
Bankrate acquires Wallaby Financial,Wallaby Financial,Bankrate,12/01/2014,
AppGyver acquires AppArchitect,AppArchitect,AppGyver,12/08/2014,
Apax Partners acquires Evry,Evry,Apax Partners,12/10/2014,"£380,000,000"
Microsoft acquires Bit Stadium GmbH,Bit Stadium GmbH,Microsoft,12/11/2014,
Oculus acquires Nimble VR,Nimble VR,Oculus,12/12/2014,
The Carlyle Group acquires Axalta Coating Systems,Axalta Coating Systems,The Carlyle Group,02/01/2013,"$4,900,000,000"
Elsevier acquires newsflo,newsflo,Elsevier,01/12/2015,
