Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Seekda acquires Regatta Travel Solutions,Regatta Travel Solutions,Seekda,09/07/2016,
HCA acquires Mobile Heartbeat,Mobile Heartbeat,HCA,09/06/2016,
CompuVision Systems acquires Savvia,Savvia,CompuVision Systems,08/17/2016,
TripAdvisor acquires Citymaps,Citymaps,TripAdvisor,08/26/2016,
The New York Times acquires Fake Love,Fake Love,The New York Times,08/12/2016,
Allergan acquires ForSight VISION5,ForSight VISION5,Allergan,08/11/2016,"$95,000,000"
COOKPAD acquires Shahiya,Shahiya,COOKPAD,11/20/2014,"$13,500,000"
Medtronic acquires Medina Medical,Medina Medical,Medtronic,09/01/2015,"$150,000,000"
Palantir Technologies acquires Silk,Silk,Palantir Technologies,08/10/2016,
Google acquires Nest Labs,Nest Labs,Google,01/01/2014,"$3,200,000,000"
Teradata acquires Appoxee,Appoxee,Teradata,01/13/2015,"$20,000,000"
Spin Master acquires Toca Boca,Toca Boca,Spin Master,04/21/2016,"$30,000,000"
NetApp acquires Cache IQ,Cache IQ,NetApp,11/14/2012,
Samsung Electronics acquires NVELO,NVELO,Samsung Electronics,12/15/2012,
The Home Depot acquires BlackLocus,BlackLocus,The Home Depot,12/18/2012,
Dijit Media acquires Miso,Miso,Dijit Media,02/01/2013,
GSN acquires BASH Gaming,BASH Gaming,GSN,03/18/2014,"$165,000,000"
IdeaScale acquires Ideavibes,Ideavibes,IdeaScale,04/24/2014,
Google acquires Zync Render,Zync Render,Google,08/26/2014,
Microsoft acquires Mojang,Mojang,Microsoft,09/15/2014,"$2,500,000,000"
Abbott acquires Topera,Topera,Abbott,10/29/2014,"$250,000,000"
Careers360 acquires NoPaperForms.com,NoPaperForms.com,Careers360,12/08/2015,
Sectra acquires RxEye,RxEye,Sectra,01/03/2016,
Mosaik Solutions acquires Sensorly,Sensorly,Mosaik Solutions,02/02/2016,
Yellow Pages acquires JUICE Mobile,JUICE Mobile,Yellow Pages,03/16/2016,"$35,000,000"
simPRO Software acquires simTRAC,simTRAC,simPRO Software,11/19/2013,"$2,500,000"
Stryker Corporation acquires SafeWire,SafeWire,Stryker Corporation,04/11/2016,
Adare Group acquires Banner Managed Communication,Banner Managed Communication,Adare Group,05/16/2016,
Myriad Genetics acquires Sividon Diagnostics,Sividon Diagnostics,Myriad Genetics,05/31/2016,"$56,000,000"
GenY Medium acquires Tailcurrent Technologies,Tailcurrent Technologies,GenY Medium,06/02/2016,
Thomas H. Lee Partners acquires Curo Health Services,Curo Health Services,Thomas H. Lee Partners,12/12/2014,"$730,000,000"
Hearst Corporation acquires MedHOK,MedHOK,Hearst Corporation,06/13/2016,
Oxyma acquires Your Social,Your Social,Oxyma,06/17/2016,
Aurum acquires HumaVox Environmental Power Solutions,HumaVox Environmental Power Solutions,Aurum,06/27/2016,"$16,000,000"
Starbreeze acquires ePawn,ePawn,Starbreeze,06/30/2016,"$6,000,000"
Bristol-Myers Squibb acquires Cormorant Pharmaceuticals,Cormorant Pharmaceuticals,Bristol-Myers Squibb,07/05/2016,
GoldMoney acquires Schiff Gold,Schiff Gold,GoldMoney,07/09/2016,
Mungo Creative Group acquires Splash Digital Media,Splash Digital Media,Mungo Creative Group,07/21/2016,
Smith Micro Software acquires iMobileMagic,iMobileMagic,Smith Micro Software,07/16/2016,
PSA Groupe acquires Autobutler,Autobutler,PSA Groupe,07/27/2016,
Karmel Capital acquires Snaptracs,Snaptracs,Karmel Capital,07/07/2013,"$3,500,000"
Zhonghong Holdings Group acquires Abercrombie & Kent,Abercrombie & Kent,Zhonghong Holdings Group,07/25/2016,
Affinion Group acquires Eversave,Eversave,Affinion Group,07/14/2011,
Compose acquires Mongo Machine,Mongo Machine,Compose,07/28/2011,
Gild acquires Coderloop,Coderloop,Gild,06/25/2011,
EarthSearch Communications acquires Rogue Paper,Rogue Paper,EarthSearch Communications,10/03/2011,
Google acquires Katango,Katango,Google,11/10/2011,
DealYard.com acquires BULX,BULX,DealYard.com,04/09/2012,
Time Out Group acquires Keynoir,Keynoir,Time Out Group,11/22/2011,
Akamai Technologies acquires Blaze.io,Blaze.io,Akamai Technologies,02/08/2012,
OZON.ru acquires Sapato.ru,Sapato.ru,OZON.ru,02/15/2012,
TV Guide acquires Fav.tv,Fav.tv,TV Guide,03/05/2012,
Showing Suite acquires Robot Workshop,Robot Workshop,Showing Suite,03/14/2012,
Covidien acquires Maya Medical,Maya Medical,Covidien,05/09/2012,"$60,000,000"
Mercury Payment Systems acquires Sundrop Mobile,Sundrop Mobile,Mercury Payment Systems,05/16/2012,
Constant Contact acquires SinglePlatform,SinglePlatform,Constant Contact,06/13/2012,"$100,000,000"
Crazy Egg acquires Hello Bar,Hello Bar,Crazy Egg,08/05/2012,
Rackspace acquires Mailgun,Mailgun,Rackspace,08/28/2012,
Esri acquires Geoloqi,Geoloqi,Esri,10/15/2012,
NM Incite acquires SocialGuide,SocialGuide,NM Incite,11/12/2012,
Workshare acquires IdeaPlane,IdeaPlane,Workshare,11/29/2012,
Babylon acquires Woolik Technologies LTD,Woolik Technologies LTD,Babylon,02/06/2013,"$2,200,000"
Idera acquires CopperEgg Corporation,CopperEgg Corporation,Idera,07/09/2013,
Oomba acquires play140,play140,Oomba,04/01/2012,"$270,000"
Lonely Planet acquires TouristEye,TouristEye,Lonely Planet,11/13/2013,
Oracle Corporation acquires Bitzer Mobile,Bitzer Mobile,Oracle Corporation,11/15/2013,
HomeFinder.com acquires Open Home Pro,Open Home Pro,HomeFinder.com,01/14/2014,"$1,000,000"
Renaissance Learning acquires Subtext,Subtext,Renaissance Learning,06/28/2013,
Nimble Commerce acquires Group Commerce,Group Commerce,Nimble Commerce,05/03/2013,
Sunoco acquires Mid-Atlantic Convenience Stores,Mid-Atlantic Convenience Stores,Sunoco,10/02/2013,
RentPath acquires Lovely,Lovely,RentPath,04/02/2014,"$13,000,000"
Baxter International acquires Chatham Therapeutics,Chatham Therapeutics,Baxter International,04/02/2014,"$70,000,000"
MasteryConnect acquires Socrative,Socrative,MasteryConnect,06/19/2014,"$5,000,000"
SoftBank acquires Supercell,Supercell,SoftBank,10/21/2013,"$1,500,000,000"
Beanstock Media acquires OnSwipe,OnSwipe,Beanstock Media,08/05/2014,
Axel Springer acquires Vertical Media,Vertical Media,Axel Springer,06/05/2014,
Catalina Marketing acquires Local Offer Network,Local Offer Network,Catalina Marketing,10/10/2013,
Demand Media acquires Saatchi Art,Saatchi Art,Demand Media,08/11/2014,"$17,000,000"
NRG Energy acquires Goal Zero,Goal Zero,NRG Energy,08/14/2014,
Applause acquires Apphance,Apphance,Applause,08/15/2012,
IndiaMART acquires Playcez,Playcez,IndiaMART,08/23/2013,"$2,000,000"
Matomy Market acquires MobFox,MobFox,Matomy Market,10/27/2014,"$17,600,000"
Juggle.com acquires LocalDeal.com,LocalDeal.com,Juggle.com,04/19/2011,
QSC AG acquires FTAPI Software GmbH,FTAPI Software GmbH,QSC AG,02/24/2014,
EggZack acquires Trellis Technology,Trellis Technology,EggZack,12/11/2014,
Opera acquires AdVine,AdVine,Opera,12/02/2014,
LookSharp (powering InternMatch) acquires Readyforce,Readyforce,LookSharp (powering InternMatch),12/02/2014,
HGST acquires Skyera,Skyera,HGST,12/15/2014,
Showpad acquires StoryDesk,StoryDesk,Showpad,12/19/2014,
New Media Investment Group acquires Halifax Media,Halifax Media,New Media Investment Group,01/09/2015,"$280,000,000"
Biogen Idec acquires Convergence Pharmaceuticals,Convergence Pharmaceuticals,Biogen Idec,01/11/2015,"$675,000,000"
Roche acquires Foundation Medicine,Foundation Medicine,Roche,01/12/2015,
Synacor acquires Nimble TV,Nimble TV,Synacor,01/14/2015,
PayPal acquires Paydiant,Paydiant,PayPal,03/02/2015,"$280,000,000"
DSI acquires RareWire,RareWire,DSI,03/12/2015,
GBGroup acquires Loqate,Loqate,GBGroup,04/27/2015,
Spectrum Brands acquires Armored AutoGroup,Armored AutoGroup,Spectrum Brands,04/29/2015,"$1,400,000,000"
Ask.fm acquires Foodily,Foodily,Ask.fm,05/01/2015,
Facebook acquires Pieceable,Pieceable,Facebook,06/11/2012,
Limeade acquires 9SLIDES,9SLIDES,Limeade,06/17/2015,
Google acquires Agawi Inc,Agawi Inc,Google,06/18/2015,
CCC Information Services acquires DriveFactor,DriveFactor,CCC Information Services,05/12/2015,"$22,000,000"
Sounday acquires Soundtracker,Soundtracker,Sounday,07/07/2015,
Splunk acquires Metafor Software,Metafor Software,Splunk,06/29/2015,
Oculus acquires Pebbles Interfaces,Pebbles Interfaces,Oculus,07/16/2015,"$60,000,000"
Ipreo acquires iLEVEL Solutions,iLEVEL Solutions,Ipreo,07/23/2015,
Abbott acquires Tendyne Holdings,Tendyne Holdings,Abbott,07/31/2015,"$250,000,000"
You42 acquires Earbits,Earbits,You42,06/19/2014,
Wolf & Badger acquires Boticca,Boticca,Wolf & Badger,07/31/2015,
Spredfast acquires Shoutlet,Shoutlet,Spredfast,08/19/2015,
Heaven Hill Distilleries acquires Deep Eddy Vodka,Deep Eddy Vodka,Heaven Hill Distilleries,08/21/2015,
Bohai Leasing acquires Avolon Holdings,Avolon Holdings,Bohai Leasing,09/04/2015,"$7,600,000,000"
Symrise acquires Pinova Holdings,Pinova Holdings,Symrise,09/21/2015,"$417,000,000"
Workday acquires MediaCore,MediaCore,Workday,09/29/2015,
SpareBank 1 acquires mCASH,mCASH,SpareBank 1,10/16/2015,
Opera Mediaworks acquires adQuota,adQuota,Opera Mediaworks,10/20/2015,
Liberty Global acquires Cable & Wireless Communications,Cable & Wireless Communications,Liberty Global,11/17/2015,"$7,400,000,000"
Orchid Underwriters acquires Platinum Partners,Platinum Partners,Orchid Underwriters,11/18/2015,
Ligand Pharmaceuticals acquires OMT,OMT,Ligand Pharmaceuticals,12/18/2015,"$178,000,000"
NetApp acquires SolidFire,SolidFire,NetApp,12/21/2015,"$870,000,000"
Corus Entertainment acquires Shaw Media,Shaw Media,Corus Entertainment,01/13/2016,"$2,650,000,000"
Telstra acquires Kloud,Kloud,Telstra,01/22/2016,"$40,000,000"
Cineplex Entertainment acquires WorldGaming,WorldGaming,Cineplex Entertainment,09/17/2015,"$10,000,000"
Sigmoid Pharma acquires Freund Pharmatec,Freund Pharmatec,Sigmoid Pharma,02/16/2016,
IBM acquires Resilient Systems,Resilient Systems,IBM,02/29/2016,
Atom Bank acquires Grasp Digital,Grasp Digital,Atom Bank,03/08/2016,
Facebook acquires Masquerade,Masquerade,Facebook,03/09/2016,
Tableau acquires HyPer,HyPer,Tableau,03/10/2016,
DAQRI acquires Two Trees Photonics,Two Trees Photonics,DAQRI,03/29/2016,
Diversis Capital acquires CaligorRx,CaligorRx,Diversis Capital,04/08/2016,
Arthur J. Gallagher & Co. acquires Charles Allen Agency,Charles Allen Agency,Arthur J. Gallagher & Co.,04/11/2016,
US Foods acquires Food Genius,Food Genius,US Foods,04/13/2016,
Force Field VR acquires Vanguard Games,Vanguard Games,Force Field VR,04/14/2016,
Olympusat acquires Float Left Interactive,Float Left Interactive,Olympusat,04/20/2016,
Compass Health Brands acquires Strengthtape,Strengthtape,Compass Health Brands,04/26/2016,
Inbox Health acquires Cake Health,Cake Health,Inbox Health,04/26/2016,
"DraftDay acquires Rant, Inc.","Rant, Inc.",DraftDay,04/29/2016,
"VCA Antech acquires CAPNA, INC.","CAPNA, INC.",VCA Antech,02/29/2016,
Waste Management acquires Summit Energy Services,Summit Energy Services,Waste Management,08/01/2013,
Wayin acquires EngageSciences,EngageSciences,Wayin,05/04/2016,
Google acquires Holomni,Holomni,Google,12/06/2013,
BGH Tech Partner acquires Latinware,Latinware,BGH Tech Partner,03/01/2015,
Canary Health acquires bLife,bLife,Canary Health,05/19/2016,
Cima Group acquires Knetik,Knetik,Cima Group,05/19/2016,
VCCP Group acquires MUH-TAY-ZIK | HOF-FER,MUH-TAY-ZIK | HOF-FER,VCCP Group,05/23/2016,
Enghouse Systems acquires NetBoss Technologies,NetBoss Technologies,Enghouse Systems,05/27/2016,"$9,300,000"
Relequint acquires ZoomSpring SEO,ZoomSpring SEO,Relequint,05/31/2016,
KFit acquires Groupon Indonesia,Groupon Indonesia,KFit,06/06/2016,
HDFC ERGO General Insurance Company Limited acquires L&T General Insurance Company,L&T General Insurance Company,HDFC ERGO General Insurance Company Limited,06/06/2016,"$82,000,000"
Allison+Partners acquires Higher Ground Communications,Higher Ground Communications,Allison+Partners,06/07/2016,
Ubeeqo acquires Bluemove Carsharing,Bluemove Carsharing,Ubeeqo,06/09/2016,
Aereon acquires Abutec,Abutec,Aereon,06/13/2016,
Impact Radius acquires Forensiq,Forensiq,Impact Radius,06/14/2016,
Hachette UK acquires Neon Play,Neon Play,Hachette UK,06/17/2016,
Tencent Holdings acquires Supercell,Supercell,Tencent Holdings,06/21/2016,"$8,600,000,000"
Catena Media acquires Spelbloggare.se,Spelbloggare.se,Catena Media,06/20/2016,"$2,840,000"
Humana AB acquires Arjessa Oy,Arjessa Oy,Humana AB,05/04/2016,
Apsis Sweden acquires Innometrics,Innometrics,Apsis Sweden,06/22/2016,
Erhvervsinvest acquires Gaming A / S,Gaming A / S,Erhvervsinvest,06/30/2016,
Doosan Heavy Industries & Construction acquires 1Energy Systems,1Energy Systems,Doosan Heavy Industries & Construction,07/11/2016,
Dugun.com acquires Anneysen.com,Anneysen.com,Dugun.com,07/12/2016,
Amazon acquires Cloud9 IDE,Cloud9 IDE,Amazon,07/14/2016,
Eckoh acquires Klick2Contact,Klick2Contact,Eckoh,07/20/2016,
Virtual Hold Technology acquires CallPromise,CallPromise,Virtual Hold Technology,07/19/2016,
Facebook acquires Ascenta (UK),Ascenta (UK),Facebook,03/28/2014,
Digicape acquires Buro Stores,Buro Stores,Digicape,07/26/2016,
Sway Group acquires iFabbo,iFabbo,Sway Group,08/01/2016,
Ardian acquires Ascendi Group,Ascendi Group,Ardian,08/03/2016,
HiMedia Group acquires AdMoove,AdMoove,HiMedia Group,01/14/2015,"€2,000,000"
ConnectedMedia acquires Notus Digital Network Corp,Notus Digital Network Corp,ConnectedMedia,03/01/2010,
Arbitron acquires Integrated Media Measurement (IMMI),Integrated Media Measurement (IMMI),Arbitron,06/21/2010,
Groupon acquires ClanDescuento,ClanDescuento,Groupon,06/24/2010,
DeNA acquires Gameview Studios,Gameview Studios,DeNA,09/14/2010,
Specific Media acquires AdCombination,AdCombination,Specific Media,12/01/2010,
RTG Ventures acquires Audigist.com,Audigist.com,RTG Ventures,10/05/2010,
Transactis acquires OfferIQ,OfferIQ,Transactis,09/09/2010,
Gilt City acquires Bergine.com,Bergine.com,Gilt City,10/27/2010,
RockYou acquires Playdemic,Playdemic,RockYou,01/13/2011,
Yahoo!7 acquires Spreets,Spreets,Yahoo!7,01/21/2011,"$40,000,000"
Google acquires fflick,fflick,Google,01/25/2011,"$10,000,000"
Yandex acquires Loginza,Loginza,Yandex,01/27/2011,
Ambassador acquires Cloudomatic,Cloudomatic,Ambassador,01/28/2011,
Webs acquires Pagemodo,Pagemodo,Webs,02/01/2011,
Strategic Global Investments acquires Wazuu,Wazuu,Strategic Global Investments,02/01/2011,
The Walt Disney Company acquires Rocket Pack,Rocket Pack,The Walt Disney Company,03/03/2011,"$20,000,000"
BuyWithMe acquires LocalTwist,LocalTwist,BuyWithMe,03/14/2011,
SuccessFactors acquires Jambok,Jambok,SuccessFactors,03/14/2011,
Groupon acquires Disdus.com,Disdus.com,Groupon,04/06/2011,
nSphere acquires Peekaboo Mobile,Peekaboo Mobile,nSphere,04/11/2011,
Jive Software acquires Proximal Labs,Proximal Labs,Jive Software,04/13/2011,
MyLife acquires CitizenLocal,CitizenLocal,MyLife,04/20/2011,
Yahoo! acquires IntoNow,IntoNow,Yahoo!,04/25/2011,
Google acquires TalkBin,TalkBin,Google,04/25/2011,
PayPal acquires FigCard,FigCard,PayPal,04/28/2011,
NEAH Power Systems acquires Exigent Security Products,Exigent Security Products,NEAH Power Systems,05/11/2011,
Salesforce Buddy Media acquires Spinback,Spinback,Salesforce Buddy Media,05/12/2011,
Jive Software acquires OffiSync (Acquired by Jive),OffiSync (Acquired by Jive),Jive Software,05/23/2011,
dotCloud acquires Duostack,Duostack,dotCloud,05/24/2011,
Millennial Media acquires Condaptive,Condaptive,Millennial Media,05/25/2011,
Armedia acquires Wide Open Consulting,Wide Open Consulting,Armedia,05/26/2011,
Twitter acquires AdGrok,AdGrok,Twitter,05/31/2011,"$10,000,000"
eBay acquires Magento Commerce,Magento Commerce,eBay,06/06/2011,"$180,000,000"
Intertainment Media acquires Deal Frenzy Corporation,Deal Frenzy Corporation,Intertainment Media,06/06/2011,
"Evolve Media, LLC acquires Crowd Ignite",Crowd Ignite,"Evolve Media, LLC",06/10/2011,
DailyDeal acquires Reduti,Reduti,DailyDeal,08/01/2010,
LivingSocial acquires GoNabit,GoNabit,LivingSocial,06/27/2011,
Local.com acquires Screamin Daily Deals,Screamin Daily Deals,Local.com,07/11/2011,"$32,500,000"
Google acquires Punchd,Punchd,Google,07/11/2011,
Groupon acquires Zappedy,Zappedy,Groupon,07/17/2011,"$10,300,000"
Move acquires SocialBios,SocialBios,Move,07/18/2011,
Voip-Pal.com acquires CallArc Technologies,CallArc Technologies,Voip-Pal.com,07/20/2011,
LivingSocial acquires Ticket Monster (Korea),Ticket Monster (Korea),LivingSocial,09/16/2011,"$350,000,000"
Google acquires The Dealmap,The Dealmap,Google,08/01/2011,"$30,000,000"
Facebook acquires Push Pop Press,Push Pop Press,Facebook,08/02/2011,
Twitter acquires Bagcheck,Bagcheck,Twitter,08/08/2011,
Google acquires Sparkbuy,Sparkbuy,Google,05/23/2011,
Appconomy acquires Yoohoot,Yoohoot,Appconomy,08/17/2011,
GOOD acquires Jumo,Jumo,GOOD,08/17/2011,
Evernote acquires Skitch,Skitch,Evernote,08/18/2011,
Skype acquires GroupMe,GroupMe,Skype,08/21/2011,
Infochimps acquires Keepstream,Keepstream,Infochimps,09/07/2011,
FriendFinder Networks acquires JigoCity,JigoCity,FriendFinder Networks,09/12/2011,"$65,000,000"
Everbridge acquires CloudFloor,CloudFloor,Everbridge,09/12/2011,
TrustYou acquires ReviewAnalyst,ReviewAnalyst,TrustYou,09/20/2011,
Twitter acquires Julpan,Julpan,Twitter,09/21/2011,
Fetch acquires Lucidity Mobile,Lucidity Mobile,Fetch,10/04/2011,
Silverpop acquires PlacePunch,PlacePunch,Silverpop,10/05/2011,
Atlassian acquires SourceTree,SourceTree,Atlassian,10/06/2011,
Hootsuite acquires Geotoko,Geotoko,Hootsuite,10/10/2011,
Location Labs acquires Volly,Volly,Location Labs,10/24/2011,
6Waves acquires Smartron5,Smartron5,6Waves,10/28/2011,
BuySellAds acquires Beacon Ad Network,Beacon Ad Network,BuySellAds,11/03/2011,
Facebook acquires Strobe,Strobe,Facebook,11/08/2011,
Qualcomm Incorporated acquires HaloIPT,HaloIPT,Qualcomm Incorporated,11/08/2011,
Scalable Software acquires MoveOp,MoveOp,Scalable Software,11/08/2011,
Appcelerator acquires Particle Code,Particle Code,Appcelerator,10/25/2011,
AVOS Systems acquires Trunk.ly,Trunk.ly,AVOS Systems,11/09/2011,
OneClass acquires StudyMonkey,StudyMonkey,OneClass,09/01/2011,
Twitter acquires Whisper Systems,Whisper Systems,Twitter,11/28/2011,
Recoup acquires Deals For Deeds,Deals For Deeds,Recoup,12/01/2011,
Plum District acquires Chatterfly,Chatterfly,Plum District,12/08/2011,
Restorando acquires Cena Plus,Cena Plus,Restorando,12/14/2011,
"DeskStream, Inc. acquires WorldDesk",WorldDesk,"DeskStream, Inc.",01/12/2012,
International Game Technology acquires Double Down Interactive,Double Down Interactive,International Game Technology,01/12/2012,
Kurtosys acquires Sponge,Sponge,Kurtosys,07/01/2011,
Groupon acquires Mertado,Mertado,Groupon,01/20/2012,
Appriss acquires Mobile Patrol,Mobile Patrol,Appriss,01/20/2012,
Overblog acquires Timekiwi,Timekiwi,Overblog,01/25/2012,
SinDelantal acquires MiOrden.com,MiOrden.com,SinDelantal,01/08/2012,
Kabam acquires Fearless Studios,Fearless Studios,Kabam,01/27/2012,
Switchfly acquires Topguest,Topguest,Switchfly,12/01/2011,
LinkedIn acquires Rapportive,Rapportive,LinkedIn,02/07/2012,"$15,000,000"
Acorda Therapeutics acquires Neuronex,Neuronex,Acorda Therapeutics,02/17/2012,"$130,000,000"
Groupon acquires Kima Labs,Kima Labs,Groupon,02/18/2012,
Mixbook acquires Yobongo,Yobongo,Mixbook,03/08/2012,
Symantec acquires Nukona,Nukona,Symantec,03/20/2012,
COLOURlovers acquires Forrst,Forrst,COLOURlovers,03/26/2012,
Groupon acquires Darberry,Darberry,Groupon,08/17/2010,
Twitter acquires Hotspots.io,Hotspots.io,Twitter,04/17/2012,
InteliCloud acquires Slice Networks,Slice Networks,InteliCloud,05/01/2012,
Sailthru acquires The Shared Web,The Shared Web,Sailthru,05/04/2012,
Cequel Data acquires TierPoint,TierPoint,Cequel Data,05/22/2012,
Rubicon Project acquires MobSmith,MobSmith,Rubicon Project,05/23/2012,
Constant Contact acquires MobManager,MobManager,Constant Contact,02/28/2012,
Cherry Media acquires CityLife.lv,CityLife.lv,Cherry Media,04/01/2012,
Red Hat acquires FuseSource,FuseSource,Red Hat,06/27/2012,
CoFoundersLab acquires Techcofounder,Techcofounder,CoFoundersLab,05/01/2012,
Salesforce acquires GoInstant,GoInstant,Salesforce,07/09/2012,"$70,000,000"
BackOffice Associates acquires Headwall Software,Headwall Software,BackOffice Associates,07/11/2012,
InMobi acquires MMTG Labs,MMTG Labs,InMobi,07/13/2012,
PubMatic acquires MobiPrimo Technologies,MobiPrimo Technologies,PubMatic,03/13/2012,
PayPal acquires card.io,card.io,PayPal,07/17/2012,
InMobi acquires Appstores.com,Appstores.com,InMobi,07/09/2012,
Azumio acquires SkyHealth,SkyHealth,Azumio,07/20/2012,
BNOTIONS acquires Mobicartel,Mobicartel,BNOTIONS,07/01/2011,
Local Offer Network acquires Redeemio.com,Redeemio.com,Local Offer Network,12/13/2011,
3D Systems acquires Viztu Technologies,Viztu Technologies,3D Systems,07/23/2012,
OpenTable acquires Treatful,Treatful,OpenTable,08/03/2012,"$4,000,000"
Boingo Wireless acquires Cloud Nine Media,Cloud Nine Media,Boingo Wireless,08/08/2012,
BMC Software acquires VaraLogix,VaraLogix,BMC Software,08/09/2012,
Aerospike acquires AlchemyDB,AlchemyDB,Aerospike,08/28/2012,
Facebook acquires Spool,Spool,Facebook,07/14/2012,
Droisys acquires Prolific-IT,Prolific-IT,Droisys,12/31/2011,
Datalogix acquires Connection Engine,Connection Engine,Datalogix,09/05/2012,
Clever On Demand acquires AudienceFUEL,AudienceFUEL,Clever On Demand,09/08/2012,
MobiQube Nigeria Limited acquires Yarnable,Yarnable,MobiQube Nigeria Limited,03/22/2011,"$3,000"
Shutterfly acquires Penguin Digital,Penguin Digital,Shutterfly,09/17/2012,
Groupon acquires Savored,Savored,Groupon,09/24/2012,
Traxo acquires GoMiles,GoMiles,Traxo,09/25/2012,
Cisco acquires ThinkSmart Technologies,ThinkSmart Technologies,Cisco,09/26/2012,
Alphabird acquires Ventures in Digital Media,Ventures in Digital Media,Alphabird,10/09/2012,
Rapid7 acquires Mobilisafe,Mobilisafe,Rapid7,10/09/2012,
Half Off Depot acquires Dealster,Dealster,Half Off Depot,04/12/2012,
Souq.com acquires Sukar,Sukar,Souq.com,04/29/2012,
Jive Software acquires Meetings.io,Meetings.io,Jive Software,11/05/2012,
Myntra acquires Exclusively,Exclusively,Myntra,11/09/2012,
RentalCompare acquires RentStuff.com,RentStuff.com,RentalCompare,11/01/2012,
Urban Airship acquires Tello Applications,Tello Applications,Urban Airship,12/04/2012,
bidorbuy acquires UbuntuDeal Group Buying,UbuntuDeal Group Buying,bidorbuy,03/30/2011,
Thermo Fisher Scientific acquires picoSpin,picoSpin,Thermo Fisher Scientific,12/21/2012,
Pinterest acquires Punchfork,Punchfork,Pinterest,01/03/2013,
Shutterfly acquires ThisLife,ThisLife,Shutterfly,01/04/2013,
ZURB acquires Forrst,Forrst,ZURB,01/10/2013,
Airbnb acquires NabeWise,NabeWise,Airbnb,07/01/2012,
Hightail acquires Found Software,Found Software,Hightail,01/16/2013,
Rundavoo acquires Scoville,Scoville,Rundavoo,12/01/2012,
Automattic acquires Simperium,Simperium,Automattic,01/01/2013,
Aarki acquires Mobspire,Mobspire,Aarki,10/01/2012,
Readyforce acquires Umeqo,Umeqo,Readyforce,01/31/2013,
Airbnb acquires Fondu,Fondu,Airbnb,10/03/2012,"$575,000"
Paddle8 acquires Blacklots,Blacklots,Paddle8,12/01/2012,
