Transaction Name,Acquired Company Name,Acquiring Company Name,Announced On Date,Price
Tempo Australia acquires Cablelogic,Cablelogic,Tempo Australia,07/28/2016,
Impact Radius acquires 5IQ,5IQ,Impact Radius,08/01/2016,
FoxBit acquires Bitinvest,Bitinvest,FoxBit,08/01/2016,
Taleo acquires Vurv Technology,Vurv Technology,Taleo,05/06/2008,"$128,800,000"
Room 77 acquires CheckMate,CheckMate,Room 77,03/28/2013,
Pinterest acquires Hackermeter,Hackermeter,Pinterest,10/11/2013,
Naver Corporation acquires Whoscall,Whoscall,Naver Corporation,12/09/2013,
OTOY acquires AppSlingr,AppSlingr,OTOY,02/20/2014,
Monster acquires Gozaik,Gozaik,Monster,02/25/2014,
G8 Education acquires Sterling Early Education,Sterling Early Education,G8 Education,03/23/2014,"$228,000,000"
Ikky acquires Taxiwise,Taxiwise,Ikky,05/01/2014,
Avista Capital Partners acquires DataBank,DataBank,Avista Capital Partners,06/15/2011,
Travefy acquires Tripeese,Tripeese,Travefy,06/30/2014,
Genentech acquires Seragon Pharmaceuticals,Seragon Pharmaceuticals,Genentech,07/01/2014,"$725,000,000"
Ticketmaster acquires Eventjoy,Eventjoy,Ticketmaster,09/11/2014,
mobli acquires Pheed,Pheed,mobli,01/01/2014,"$40,000,000"
DeNA acquires IEMO,IEMO,DeNA,10/01/2014,"$50,000,000"
QHR Corporation acquires Medeo,Medeo,QHR Corporation,11/10/2014,"$3,250,000"
Turnitin acquires LightSide Labs,LightSide Labs,Turnitin,10/01/2014,
Snap Inc. acquires AddLive,AddLive,Snap Inc.,05/02/2014,"$30,000,000"
CommonFloor acquires Bakfy,Bakfy,CommonFloor,01/07/2015,
Facebook acquires QuickFire Networks,QuickFire Networks,Facebook,01/08/2015,
Microsoft acquires Sunrise,Sunrise,Microsoft,02/04/2015,"$100,000,000"
Envestnet acquires Upside,Upside,Envestnet,02/26/2015,
Recruit Holdings acquires Quandoo,Quandoo,Recruit Holdings,03/05/2015,"$219,000,000"
PayPal acquires CyActive,CyActive,PayPal,03/05/2015,"$60,000,000"
Docker acquires Kitematic,Kitematic,Docker,03/12/2015,
AfterCollege acquires collegefeed,collegefeed,AfterCollege,04/07/2015,
The Learning House acquires Acatar,Acatar,The Learning House,05/18/2015,
Techstars acquires UP Global,UP Global,Techstars,06/16/2015,
COOKPAD acquires Cucumbertown,Cucumbertown,COOKPAD,06/15/2015,
Apax Partners acquires AssuredPartners,AssuredPartners,Apax Partners,07/20/2015,
Noodle acquires Allclasses,Allclasses,Noodle,07/23/2015,
AUTOnCAB acquires BigZop,BigZop,AUTOnCAB,09/29/2015,
Eventbrite acquires Scintilla Technologies,Scintilla Technologies,Eventbrite,10/14/2015,
GreatCall acquires Lively Inc.,Lively Inc.,GreatCall,04/01/2015,
Fathym acquires WeatherCloud Inc.,WeatherCloud Inc.,Fathym,12/30/2015,
Underdog.io acquires Sourcing.io,Sourcing.io,Underdog.io,12/01/2015,
Modomoto acquires Cloakroom,Cloakroom,Modomoto,02/02/2016,
Salesforce acquires PredictionIO,PredictionIO,Salesforce,02/19/2016,
InVision acquires Waybury,Waybury,InVision,02/20/2016,
United Capital acquires FlexScore,FlexScore,United Capital,02/20/2016,
Mainz acquires Tricor Staffing,Tricor Staffing,Mainz,02/25/2016,
LogicNow acquires iScan Online,iScan Online,LogicNow,02/26/2016,
trivago GmbH acquires Base7booking.com,Base7booking.com,trivago GmbH,03/01/2016,
HoneyBook acquires AppMyDay,AppMyDay,HoneyBook,03/09/2016,
You42 acquires Rivalry Games,Rivalry Games,You42,03/24/2016,
Global Arena Holding acquires Blockchain Technologies Corp,Blockchain Technologies Corp,Global Arena Holding,07/02/2015,
Giphy acquires Giphy Capture,Giphy Capture,Giphy,04/10/2016,
Aptuit LLC acquires Exquiron Biotech,Exquiron Biotech,Aptuit LLC,04/21/2016,
Cryptosoft Ltd acquires Device Authority,Device Authority,Cryptosoft Ltd,04/21/2016,
Blue Whale Web acquires IT Unity,IT Unity,Blue Whale Web,04/14/2016,
Fundamental Applications Corp acquires Foro,Foro,Fundamental Applications Corp,04/13/2015,
Fundamental Applications Corp acquires Truth,Truth,Fundamental Applications Corp,04/13/2015,
Broadridge acquires Dojima,Dojima,Broadridge,05/11/2016,
invino acquires Glassful,Glassful,invino,05/11/2016,
Jialebao.cc acquires Yummy77,Yummy77,Jialebao.cc,05/27/2016,
Computershare acquires Altavera Mortgage Services LLC,Altavera Mortgage Services LLC,Computershare,05/16/2016,
Nortek acquires Nuiku,Nuiku,Nortek,05/24/2016,
Demandbase acquires Spiderbook,Spiderbook,Demandbase,04/24/2016,
Guscio plc acquires Sportsdata Limited,Sportsdata Limited,Guscio plc,02/25/2015,
Jugnoo acquires Sabkuchfresh,Sabkuchfresh,Jugnoo,06/01/2016,
Snap Inc. acquires Obvious Engineering,Obvious Engineering,Snap Inc.,06/03/2016,
KBW Investments acquires Grayscale Interiors,Grayscale Interiors,KBW Investments,06/12/2016,
BP3 Global acquires Futurum IT,Futurum IT,BP3 Global,06/10/2016,
VMware acquires Arkin,Arkin,VMware,06/13/2016,
ARANZ Geo Ltd acquires 3point Science,3point Science,ARANZ Geo Ltd,06/14/2016,
SunPower Corporation acquires Dragonfly Systems,Dragonfly Systems,SunPower Corporation,08/04/2014,
Microsoft acquires Wand Labs,Wand Labs,Microsoft,06/16/2016,
ELIS acquires On My Way,On My Way,ELIS,06/22/2016,
Yellowwoods acquires DataProphet,DataProphet,Yellowwoods,06/15/2016,
Klik & Pay acquires PAYMILL,PAYMILL,Klik & Pay,07/04/2016,
MCH Group acquires Curiator,Curiator,MCH Group,06/29/2016,
The Madison Square Garden Company acquires Boston Calling Events,Boston Calling Events,The Madison Square Garden Company,07/06/2016,
redBus.in acquires Busportal,Busportal,redBus.in,07/12/2016,
TrustYou acquires CheckMate,CheckMate,TrustYou,07/12/2016,
Vector Capital acquires Longitude Licensing,Longitude Licensing,Vector Capital,07/18/2016,
TribeHired acquires HUBBA,HUBBA,TribeHired,07/25/2016,
GreatSchools.org acquires Schoolie,Schoolie,GreatSchools.org,07/25/2016,
LinkedIn acquires PointDrive,PointDrive,LinkedIn,07/26/2016,
Document Security Systems acquires Lexington Technolology Group,Lexington Technolology Group,Document Security Systems,09/05/2012,"$42,000,000"
U.S. Silica acquires Sandbox Enterprises,Sandbox Enterprises,U.S. Silica,08/02/2016,"$218,300,000"
Wealth Glory Holdings acquires Luduson Entertainment,Luduson Entertainment,Wealth Glory Holdings,08/05/2016,
Twitter acquires Vine,Vine,Twitter,10/09/2012,"$30,000,000"
GoDaddy acquires M.dot,M.dot,GoDaddy,02/11/2013,
DreamWorks Animation acquires AwesomenessTV,AwesomenessTV,DreamWorks Animation,05/01/2013,"$33,000,000"
"IntegriCell acquires SyncDog, Inc","SyncDog, Inc",IntegriCell,05/15/2013,
Aditi Technologies acquires getcloudready,getcloudready,Aditi Technologies,05/16/2013,
Ignyta acquires Actagene Oncology,Actagene Oncology,Ignyta,05/20/2013,
Red Rover acquires Alchemy Labs,Alchemy Labs,Red Rover,09/01/2013,
Airpush acquires Hubbl,Hubbl,Airpush,10/10/2013,"$15,000,000"
8coupons acquires Clipless,Clipless,8coupons,10/15/2013,
Waywire Networks acquires #waywire,#waywire,Waywire Networks,10/17/2013,
Dropbox acquires Sold,Sold,Dropbox,11/05/2013,
Nampak acquires Alucan Packaging,Alucan Packaging,Nampak,11/18/2013,"$301,000,000"
Yahoo! acquires Ptch,Ptch,Yahoo!,12/03/2013,
Slyce acquires HOVR.IT,HOVR.IT,Slyce,12/05/2013,
Dice.com acquires getTalent,getTalent,Dice.com,10/01/2013,
Square acquires Evenly,Evenly,Square,12/11/2013,
Facebook acquires SportStream,SportStream,Facebook,12/17/2013,
Pinterest acquires VisualGraph,VisualGraph,Pinterest,01/06/2014,
Cozy acquires Landlordology,Landlordology,Cozy,01/07/2014,
Facebook acquires Little Eye Labs,Little Eye Labs,Facebook,07/01/2014,
Mobee acquires Kickscout,Kickscout,Mobee,01/08/2014,
CipherCloud acquires CloudUP Networks,CloudUP Networks,CipherCloud,01/16/2014,
Yahoo! acquires Tomfoolery,Tomfoolery,Yahoo!,01/28/2014,"$16,000,000"
Yahoo! acquires Distill,Distill,Yahoo!,02/13/2014,
Google acquires SlickLogin,SlickLogin,Google,02/16/2014,
eBay acquires PhiSix Fashion Labs,PhiSix Fashion Labs,eBay,02/20/2014,
News Corp. acquires CloudPress,CloudPress,News Corp.,03/06/2014,
500px acquires Authintic,Authintic,500px,03/11/2014,
SimilarWeb acquires TapDog,TapDog,SimilarWeb,03/20/2014,
evvnt acquires EventSneaker,EventSneaker,evvnt,04/01/2014,"£400,000"
Piano acquires Swishu,Swishu,Piano,02/01/2014,
Darwin Online acquires FundTheGap,FundTheGap,Darwin Online,11/25/2013,
iControl Networks acquires Blacksumac,Blacksumac,iControl Networks,04/09/2014,
Snapdeal acquires Doozton,Doozton,Snapdeal,04/15/2014,
Dropbox acquires Loom,Loom,Dropbox,04/17/2014,
Quixey acquires Kite.io,Kite.io,Quixey,04/18/2014,
Gild acquires Distill,Distill,Gild,03/31/2014,
Gibson Guitar Corporation acquires Woox Innovations,Woox Innovations,Gibson Guitar Corporation,04/28/2014,"$135,000,000"
Aequitas Capital acquires Maple Bay Asset Management,Maple Bay Asset Management,Aequitas Capital,05/02/2014,
Terryberry acquires MeritShare,MeritShare,Terryberry,12/04/2013,
blinkx acquires LYFE Mobile,LYFE Mobile,blinkx,05/05/2014,
IBM acquires Cognea,Cognea,IBM,05/20/2014,
F5 Networks acquires Defense.Net,Defense.Net,F5 Networks,05/22/2014,
Chirpify acquires Measureful,Measureful,Chirpify,06/04/2014,
Facebook acquires Pryte,Pryte,Facebook,06/03/2014,
Dropbox acquires Droptalk,Droptalk,Dropbox,06/05/2014,
CIVC Partners acquires Track Utilities,Track Utilities,CIVC Partners,06/05/2014,
Seatwave acquires Timbre,Timbre,Seatwave,06/10/2014,
Vialogy acquires Premaitha Health,Premaitha Health,Vialogy,06/13/2014,"$17,800,000"
Box acquires Streem,Streem,Box,06/16/2014,
Dropbox acquires Parastructure,Parastructure,Dropbox,06/16/2014,
WalmartLabs acquires Stylr,Stylr,WalmartLabs,06/16/2014,
StartMeApp acquires AdNubo,AdNubo,StartMeApp,11/06/2013,
SoftServe acquires Initium Consulting Group BV,Initium Consulting Group BV,SoftServe,06/26/2014,
Optimizely acquires Synference,Synference,Optimizely,06/26/2014,
Perion acquires Grow Mobile,Grow Mobile,Perion,06/30/2014,"$42,000,000"
Adknowledge acquires TriVu Media,TriVu Media,Adknowledge,07/02/2014,
Palantir Technologies acquires Propeller,Propeller,Palantir Technologies,07/31/2014,
Square acquires Caviar,Caviar,Square,08/04/2014,"$90,000,000"
comScore acquires MdotLabs,MdotLabs,comScore,08/05/2014,
Noble Subsidiary acquires Canna-Saver,Canna-Saver,Noble Subsidiary,06/05/2014,
Yahoo! acquires Zofari,Zofari,Yahoo!,08/12/2014,
EyeEm acquires Sight.io,Sight.io,EyeEm,08/15/2014,
Coinbase acquires Blockr.io,Blockr.io,Coinbase,08/18/2014,
Intervale Capital acquires Recapture Solutions,Recapture Solutions,Intervale Capital,08/18/2014,
Cisco acquires Assemblage,Assemblage,Cisco,07/27/2014,
Skyword acquires Vidaao,Vidaao,Skyword,09/08/2014,
ironSource acquires Upopa Games,Upopa Games,ironSource,09/04/2014,
Google acquires Polar,Polar,Google,09/11/2014,
JibJab acquires Make Believe Labs,Make Believe Labs,JibJab,09/15/2014,
Voyage Prive acquires Darjeelin,Darjeelin,Voyage Prive,09/17/2014,
ADYOULIKE acquires Video Natives,Video Natives,ADYOULIKE,09/19/2014,"$2,000,000"
Lyft acquires Hitch,Hitch,Lyft,09/22/2014,
Apple acquires Prss,Prss,Apple,09/23/2014,
"Glass, Lewis & Co. acquires Meetyl",Meetyl,"Glass, Lewis & Co.",09/30/2014,
Docker acquires Koality,Koality,Docker,10/07/2014,
Box acquires MedXT,MedXT,Box,10/09/2014,
Treatwell acquires Salonmeister,Salonmeister,Treatwell,10/10/2014,"$26,000,000"
Tribune Media (former Tribune Company) acquires Local TV,Local TV,Tribune Media (former Tribune Company),12/27/2013,
Salford Farm Machinery acquires BBI Spreaders,BBI Spreaders,Salford Farm Machinery,10/13/2014,
Google acquires Stackdriver,Stackdriver,Google,05/07/2014,
SFX Entertainment acquires Listn,Listn,SFX Entertainment,10/20/2014,
Zogenix acquires Brabant pharma,Brabant pharma,Zogenix,10/27/2014,"$35,000,000"
SmartFocus acquires TagPoints,TagPoints,SmartFocus,09/15/2014,
Brickstream acquires Nomi,Nomi,Brickstream,10/29/2014,
Snow Phipps Group acquires Teasdale Foods,Teasdale Foods,Snow Phipps Group,10/29/2014,
Apple acquires Union Bay Networks,Union Bay Networks,Apple,11/03/2014,
Groupon acquires Swarm Mobile,Swarm Mobile,Groupon,11/17/2014,
TabTale acquires Coco Play,Coco Play,TabTale,05/01/2014,
"AOL acquires Vidible, now ONE by AOL","Vidible, now ONE by AOL",AOL,12/01/2014,"$50,000,000"
Unity Technologies acquires Tsugi,Tsugi,Unity Technologies,08/20/2014,
CityAds Media acquires Madnet,Madnet,CityAds Media,12/04/2014,
QuestionPro acquires RapidEngage,RapidEngage,QuestionPro,12/10/2014,
Snapdeal acquires Wishpicker,Wishpicker,Snapdeal,12/12/2014,
News Corp. acquires BigDecisions,BigDecisions,News Corp.,12/21/2014,
Datanyze acquires LeadLedger,LeadLedger,Datanyze,12/22/2014,
SeaChange International acquires Timeline Labs / TLL,Timeline Labs / TLL,SeaChange International,12/22/2014,"$22,000,000"
First Reserve Corporation acquires Navigator Energy Services,Navigator Energy Services,First Reserve Corporation,12/23/2014,
3D Systems acquires BotObjects,BotObjects,3D Systems,01/05/2015,
Visual Supply Co (VSCO) acquires Artifact Uprising,Artifact Uprising,Visual Supply Co (VSCO),01/07/2015,
Capital One acquires Level Money,Level Money,Capital One,01/12/2015,
Kabam acquires TapZen,TapZen,Kabam,01/13/2015,
Slack acquires Screenhero,Screenhero,Slack,01/28/2015,
Teespring acquires Fabrily,Fabrily,Teespring,01/28/2015,
PGi (Premiere Global Services) acquires Modality Systems,Modality Systems,PGi (Premiere Global Services),02/05/2015,
Zealot Networks acquires Converge Media Group,Converge Media Group,Zealot Networks,02/06/2015,
Cloudera acquires xplain.io,xplain.io,Cloudera,02/03/2015,
NonProfitEasy acquires Uruut,Uruut,NonProfitEasy,11/01/2014,
BuzzFeed acquires GoPoP (formally known as Zeega),GoPoP (formally known as Zeega),BuzzFeed,02/19/2015,
Box acquires Airpost.io,Airpost.io,Box,02/20/2015,
Bristol-Myers Squibb acquires Flexus Biosciences,Flexus Biosciences,Bristol-Myers Squibb,02/23/2015,"$1,250,000,000"
thredUP acquires Kindermint,Kindermint,thredUP,02/23/2015,
First Derivatives acquires Prelytix,Prelytix,First Derivatives,02/26/2015,"£4,900,000"
Vayner Media acquires Betabox,Betabox,Vayner Media,02/25/2015,
MWW PR acquires Ideation Inc.,Ideation Inc.,MWW PR,10/28/2014,
Indeed acquires MoBolt,MoBolt,Indeed,06/24/2014,
SugarCRM acquires Stitch,Stitch,SugarCRM,03/08/2015,
Square acquires Kili,Kili,Square,03/11/2015,
Photobucket acquires Lasso Media,Lasso Media,Photobucket,03/12/2015,
Patreon acquires Subbable,Subbable,Patreon,03/16/2015,
Minibar Delivery acquires Booze Carriage,Booze Carriage,Minibar Delivery,03/20/2015,
Newnote Financial acquires CoinTrader.net,CoinTrader.net,Newnote Financial,03/19/2015,"$1,500,000"
"ATM Digital Branding acquires cynergyMC, LLC","cynergyMC, LLC",ATM Digital Branding,03/20/2015,
GoodBarber acquires Mougli,Mougli,GoodBarber,03/30/2015,
The Climate Corporation acquires 640 Labs,640 Labs,The Climate Corporation,12/08/2014,
CipherCloud acquires Anicut,Anicut,CipherCloud,04/01/2015,
Cimpress acquires Printdeal,Printdeal,Cimpress,02/18/2014,
Weight Watchers International acquires Weilos,Weilos,Weight Watchers International,04/06/2015,
ProSiebenSat.1 Media SE acquires Amorelie,Amorelie,ProSiebenSat.1 Media SE,03/18/2015,
Apple acquires Dryft,Dryft,Apple,04/08/2015,
GoDaddy acquires Elto,Elto,GoDaddy,04/10/2015,
ALPHA Camp acquires Pragmatic Labs,Pragmatic Labs,ALPHA Camp,04/14/2015,
Console Inc. acquires Allegro Networks Limited,Allegro Networks Limited,Console Inc.,10/22/2014,
Tourmaline Labs acquires Zenhavior,Zenhavior,Tourmaline Labs,12/12/2014,
blinkx acquires All Media Network,All Media Network,blinkx,04/16/2015,
"Zomato acquires NexTable, Inc.","NexTable, Inc.",Zomato,04/22/2015,
Fyber acquires Falk Realtime,Falk Realtime,Fyber,04/22/2015,
Bridgepoint acquires Nordic Cinema Group,Nordic Cinema Group,Bridgepoint,04/28/2015,
Flipkart acquires Appiterate,Appiterate,Flipkart,04/29/2015,
Amazon acquires Clusterk,Clusterk,Amazon,04/30/2015,
Percentil acquires Kirondo,Kirondo,Percentil,03/09/2015,
Weight Watchers International acquires Hot5,Hot5,Weight Watchers International,05/04/2015,
Pantheon acquires NodeSquirrel,NodeSquirrel,Pantheon,05/11/2015,
Gravity4 acquires Kanary,Kanary,Gravity4,05/01/2015,
J.F. Lehman & Co acquires Sprint Energy Services,Sprint Energy Services,J.F. Lehman & Co,05/14/2015,
Askme.Com acquires BestsAtLowest.com,BestsAtLowest.com,Askme.Com,05/15/2015,"$10,000,000"
Dropbox acquires Umano,Umano,Dropbox,05/13/2015,
Meijer acquires Aureus Health Services,Aureus Health Services,Meijer,05/20/2015,
Snapdeal acquires MartMobi Technologies,MartMobi Technologies,Snapdeal,05/26/2015,
Didi Chuxing acquires Kuaidi Dache,Kuaidi Dache,Didi Chuxing,02/14/2015,
Blue Bottle Coffee acquires Perfect Coffee,Perfect Coffee,Blue Bottle Coffee,02/01/2015,
PayDesk acquires NewsFixed,NewsFixed,PayDesk,05/14/2015,
eVestment acquires TopQ Software,TopQ Software,eVestment,06/02/2015,
LogMeIn acquires Zamurai,Zamurai,LogMeIn,06/04/2015,"$6,000,000"
Aralez Pharmaceuticals acquires Tribute Pharmaceuticals Canada,Tribute Pharmaceuticals Canada,Aralez Pharmaceuticals,06/08/2015,"$146,000,000"
Verve acquires Fosbury,Fosbury,Verve,06/09/2015,
Bedbathmore.com acquires Crude Area,Crude Area,Bedbathmore.com,06/15/2015,
Unigo acquires Cinergy Education,Cinergy Education,Unigo,09/01/2014,
Safari Books Online acquires popforms,popforms,Safari Books Online,06/24/2015,
The E.W. Scripps Company acquires WeatherSphere,WeatherSphere,The E.W. Scripps Company,10/08/2014,
SeatGeek acquires FanSnap,FanSnap,SeatGeek,12/19/2013,
Avast Software acquires Remotium,Remotium,Avast Software,07/08/2015,
BTC Media acquires yBitcoin,yBitcoin,BTC Media,12/01/2014,
Remitly acquires Talio Labs,Talio Labs,Remitly,07/14/2015,
Dropbox acquires Clementine,Clementine,Dropbox,07/22/2015,
Boom Financial acquires PagueMob,PagueMob,Boom Financial,01/01/2015,
Groupon acquires PrettyQuick,PrettyQuick,Groupon,06/05/2015,
Legacy Republic acquires Yarly,Yarly,Legacy Republic,07/28/2015,
Liberty Hall Capital Partners acquires LaCroix Industries,LaCroix Industries,Liberty Hall Capital Partners,07/28/2015,
AXADO acquires Shipfy,Shipfy,AXADO,07/27/2015,
Instacart acquires Wedding Party,Wedding Party,Instacart,08/04/2015,
AdShare acquires Primo Media,Primo Media,AdShare,08/04/2015,"$3,500,000"
Autodesk acquires Synthicity,Synthicity,Autodesk,04/01/2015,
Cargill acquires Ewos,Ewos,Cargill,08/17/2015,"€1,350,000,000"
Freshdesk acquires 1CLICK,1CLICK,Freshdesk,08/18/2015,
Anova Culinary acquires GetFresh,GetFresh,Anova Culinary,08/18/2015,"$9,200,000"
Flextronics International acquires NEXTracker,NEXTracker,Flextronics International,09/08/2015,"$330,000,000"
IBM acquires StrongLoop,StrongLoop,IBM,09/10/2015,
Airbnb acquires Vamo,Vamo,Airbnb,09/11/2015,
WorkWave acquires ContactUs.com,ContactUs.com,WorkWave,07/31/2015,
Microsoft acquires Double Labs,Double Labs,Microsoft,09/10/2015,
sourceeasy acquires AbbeyPost,AbbeyPost,sourceeasy,09/10/2015,
"Appsfire acquires Wittified, LLC","Wittified, LLC",Appsfire,09/10/2015,
Soothe acquires Unwind Me,Unwind Me,Soothe,09/15/2015,
Snapdeal acquires Reduce Data,Reduce Data,Snapdeal,09/15/2015,
"Stealz, Inc. acquires Tuee",Tuee,"Stealz, Inc.",09/14/2015,
Foodpanda acquires Food Runner,Food Runner,Foodpanda,02/06/2015,
Gutenberg Technology acquires Neodemia,Neodemia,Gutenberg Technology,09/23/2015,
Digital Vidya acquires Digital Academy India,Digital Academy India,Digital Vidya,05/20/2015,
NewsHunt acquires Buyt.In,Buyt.In,NewsHunt,07/15/2015,
Hack Reactor acquires Mobile Makers Academy,Mobile Makers Academy,Hack Reactor,10/01/2015,
Rapid Addition acquires DET Technologies,DET Technologies,Rapid Addition,10/07/2015,
Dining Alliance acquires Main Street Genome,Main Street Genome,Dining Alliance,10/01/2015,
